Municipalidad;Grupo Vehiculo;Placa;Digito;Codigo SII;Ano Vehiculo;Tasacion;Tipo de Pago;Valor_Neto;Valor_IPC;Valor_Multa;Valor Pagado;Forma Pago;Fecha_Pago;Ano Permiso;Tipo Vehiculo;Marca;Modelo;Color;Transmision;Tipo Combustible;Cilindrada;Equipamiento;Numero Puertas
Calbuco;Vehiculo Liviano;GDWR-61;K;SD160020414;2014;5095220;Presencial;0;0;0;0;Total;31-03-2023;2023;AUTOMOVIL;MAZDA;MAZDA3;GRIS OSCURO;Mec;Benc;1600;Full;4
Calbuco;Vehiculo Liviano;KFHC-17;8;SD243015818;2018;5918135;Presencial;0;0;0;0;Total;31-03-2023;2023;AUTOMOVIL;VOLKSWAGEN;VOYAGE;BLANCO CANDY;Mec;Benc;1600;Full;4
Calbuco;Vehiculo Liviano;RWBL-51;2;VN166008022;2022;30483826;Presencial;491314;0;0;491314;1ra. Cuota;31-03-2023;2023;STATION WAGON;MITSUBISHI;MONTERO;AZUL;Aut;Dies;2400;Full;4
Calbuco;Vehiculo Liviano;KZSR-30;1;CT176032619;2019;13106518;Presencial;282011;0;0;282011;Total;31-03-2023;2023;CAMIONETA;NISSAN;NP300;BLANCO;Mec;Dies;2300;Full;4
Calbuco;Vehiculo Liviano;CDWG-23;5;HB146000410;2010;1617690;Presencial;39718;4715;9514;53947;Total;31-03-2023;2021;AUTOMOVIL;LIFAN;320 TALENT 1.3;GRIS SILVER;Mec;Benc;1300;Full;4
Calbuco;Vehiculo Liviano;CDWG-23;5;HB146000410;2010;1724085;Presencial;43684;5290;13557;62531;Total;31-03-2023;2020;AUTOMOVIL;LIFAN;320 TALENT 1.3;GRIS SILVER;Mec;Benc;1300;Full;4
Calbuco;Vehiculo Liviano;PCKS-10;K;SD050033521;2021;7346134;Presencial;54931;0;0;54931;1ra. Cuota;31-03-2023;2023;AUTOMOVIL;CHEVROLET;ONIX;AZUL NAUTILUS METALICO;Mec;Benc;1200;NULL;4
Calbuco;Vehiculo Liviano;KBGB-64;4;CT159000318;2018;8502173;Presencial;143881;0;0;143881;Total;31-03-2023;2023;CAMIONETA;MAXUS;T60 4X4 DX;ROJO;Aut;Dies;2800;Full;4
Calbuco;Vehiculo Liviano;GZHY-54;2;HB050014815;2015;4849470;Presencial;29964;0;0;29964;1ra. Cuota;31-03-2023;2023;AUTOMOVIL;CHEVROLET;SONIC;AZUL CLARO METALICO;Mec;Benc;1600;Equi;4
Calbuco;Vehiculo Liviano;JTRF-15;9;HB132009217;2017;4612120;Presencial;55181;0;0;55181;Total;31-03-2023;2023;AUTOMOVIL;KIA MOTORS;MORNING;BLANCO INVIERNO;Mec;Benc;1000;Equi;4
Calbuco;Vehiculo Liviano;KJCY-78;K;CT235015318;2018;11552674;Presencial;235396;0;0;235396;Total;31-03-2023;2023;CAMIONETA;TOYOTA;HILUX 2.4;GRIS OSCURO METALICO;Mec;Dies;2400;Full;4
Calbuco;Vehiculo Liviano;PCJS-73;2;SU132018120;2020;17843948;Presencial;448151;0;0;448151;Total;31-03-2023;2023;STATION WAGON;KIA MOTORS;SORENTO;GRIS PLATINADO;Mec;Dies;2200;Full;4
Calbuco;Vehiculo Liviano;LYYZ-86;8;SU047004221;2021;10336280;Presencial;198904;0;0;198904;Total;31-03-2023;2023;STATION WAGON;CHANGAN;CS55;AZUL;Mec;Benc;1500;NULL;4
Calbuco;Vehiculo Liviano;HJSX-45;5;CT243002116;2016;11954248;Presencial;247443;0;0;247443;Total;31-03-2023;2023;CAMIONETA;VOLKSWAGEN;AMAROK HIGHLINE 4X4;GRIS METALICO;Mec;Dies;2000;Full;4
Calbuco;Vehiculo Liviano;GDWV-63;5;HB181002214;2014;6224458;Presencial;87428;0;0;87428;Total;31-03-2023;2023;AUTOMOVIL;OPEL;ASTRA;PLATEADO SOVEREING SILVE;Mec;Benc;1600;Full;2
Calbuco;Vehiculo Liviano;FZTB-36;5;SD176028314;2014;5711079;Presencial;38580;0;0;38580;1ra. Cuota;31-03-2023;2023;AUTOMOVIL;NISSAN;SENTRA;AZUL OSCURO;Mec;Benc;1800;Full;4
Calbuco;Vehiculo Liviano;KKWK-17;4;HB229015018;2018;3395615;Presencial;33956;0;0;33956;Total;31-03-2023;2023;AUTOMOVIL;SUZUKI;ALTO;BLANCO;Mec;Benc;800;Full;4
Calbuco;Vehiculo Liviano;JZVY-55;2;SU117005318;2018;5910099;Presencial;81141;0;0;81141;Total;31-03-2023;2023;STATION WAGON;JAC;S3 1.6 4X2 6MT CE;AZUL;Mec;Benc;1600;NULL;4
Calbuco;Vehiculo Liviano;PCKR-87;1;HB132012321;2021;8992105;Presencial;79290;0;0;79290;1ra. Cuota;31-03-2023;2023;AUTOMOVIL;KIA MOTORS;MORNING;GIRS;Mec;Benc;1200;NULL;5
Calbuco;Vehiculo Liviano;LCDS-33;4;CT160012019;2019;14946089;Presencial;337198;0;0;337198;Total;31-03-2023;2023;CAMIONETA;MAZDA;BT50;AZUL PETROLEO;Mec;Dies;2200;Full;4
Calbuco;Vehiculo Liviano;ZJ-9893;K;SD132009407;2007;2050958;Presencial;30885;0;0;30885;Total;31-03-2023;2023;AUTOMOVIL;KIA MOTORS;RIO JB 1.4 LX MT DH;GRIS MARENGO;Mec;Benc;1400;Norm;4
Calbuco;Vehiculo Liviano;RT-4760;6;SD160004698;1998;1369579;Presencial;30885;0;0;30885;Total;31-03-2023;2023;AUTOMOVIL;MAZDA;626;VERDE OSCURO;Aut;Benc;2000;Full;4
Calbuco;Vehiculo Liviano;HRVY-17;4;SU229024216;2016;7160394;Presencial;106146;0;0;106146;Total;31-03-2023;2023;JEEP;SUZUKI;GRAND VITARA;PLATEADO PLATA;Mec;Benc;2400;Full;2
Calbuco;Vehiculo Liviano;YZ-6523;8;SD132009305;2005;1518707;Presencial;30885;0;0;30885;Total;31-03-2023;2023;AUTOMOVIL;KIA MOTORS;RIO;PLATEADO OSCURO;Mec;Benc;1400;Norm;4
Calbuco;Vehiculo Liviano;WC-5268;2;HB243016506;2006;1734509;Presencial;30885;0;0;30885;Total;31-03-2023;2023;AUTOMOVIL;VOLKSWAGEN;GOL;PLATEADO LIGHT;Mec;Benc;1800;Equi;2
Calbuco;Vehiculo Liviano;BGBB-72;6;CT176023008;2008;4107945;Presencial;45098;0;0;45098;Total;31-03-2023;2023;CAMIONETA;NISSAN;TERRANO;AZUL OSCURO PLATEADO;Mec;Dies;2500;Full;4
Calbuco;Vehiculo Liviano;PZBB-22;4;CT558001021;2021;8812007;Presencial;76588;0;0;76588;1ra. Cuota;31-03-2023;2023;FURGON;KYC;X5;BLANCO;Mec;Benc;1500;NULL;2
Calbuco;Vehiculo Liviano;ZS-2120;0;SD235017406;2006;1875578;Presencial;30885;0;0;30885;Total;31-03-2023;2023;AUTOMOVIL;TOYOTA;YARIS SEDAN XLI MEC;BLANCO;Mec;Benc;1500;Norm;4
Calbuco;Vehiculo Liviano;VV-8304;2;HB184005703;2003;1351558;Presencial;30885;0;0;30885;Total;31-03-2023;2023;AUTOMOVIL;PEUGEOT;206;BLANCO BANQUISE;Mec;Benc;1400;Full;2
Calbuco;Vehiculo Liviano;FWKD-61;7;CT160011113;2013;8628010;Presencial;73828;0;0;73828;1ra. Cuota;31-03-2023;2023;CAMIONETA;MAZDA;BT50 D/C 2.2L 4X4 SDX;GRIS;Mec;Dies;2200;Full;4
Calbuco;Vehiculo Liviano;SD-8489;0;SD111004798;1998;937081;Presencial;30885;0;0;30885;Total;31-03-2023;2023;AUTOMOVIL;HYUNDAI;ACCENT;BURDEO;Mec;Benc;1500;Norm;4
Calbuco;Vehiculo Liviano;WZ-8614;7;HB050007707;2007;1912395;Presencial;15443;0;0;15443;1ra. Cuota;31-03-2023;2023;AUTOMOVIL;CHEVROLET;CORSA;GRIS BLUET;Mec;Benc;1600;Norm;4
Calbuco;Vehiculo Liviano;ZV-8464;6;HB184007406;2006;1964265;Presencial;15443;0;0;15443;1ra. Cuota;31-03-2023;2023;AUTOMOVIL;PEUGEOT;206;GRIS CENDRE;Mec;Dies;1400;Equi;4
Calbuco;Vehiculo Liviano;HJDB-41;4;SU154001515;2015;6447270;Presencial;45942;0;0;45942;1ra. Cuota;31-03-2023;2023;STATION WAGON;MAHINDRA;XUV500 2WD MT LIMITED CRDE E5;NEGRO VOLCAN;Mec;Dies;2200;Full;4
Calbuco;Vehiculo Liviano;DLHF-73;6;CT176029312;2012;5247709;Presencial;33947;0;0;33947;1ra. Cuota;31-03-2023;2023;CAMIONETA;NISSAN;TERRANO AX D CAB  2.5;ROJO;Mec;Dies;2500;Norm;4
Calbuco;Vehiculo Liviano;PFZW-91;K;SD111034420;2020;6448970;Presencial;45959;0;0;45959;1ra. Cuota;31-03-2023;2023;AUTOMOVIL;HYUNDAI;VERNA;ROJO;Mec;Benc;1400;NULL;4
Calbuco;Vehiculo Liviano;BKTF-67;9;CT166004608;2008;4380370;Presencial;50546;0;0;50546;Total;31-03-2023;2023;CAMIONETA;MITSUBISHI;L200 D/C TD KATANA CRM 4X4;GRIS PLATA;Mec;Dies;2500;Equi;4
Calbuco;Vehiculo Liviano;GCGZ-89;4;HB132004913;2013;3202800;Presencial;32028;0;0;32028;Total;31-03-2023;2023;AUTOMOVIL;KIA MOTORS;RIO;GRIS PLATINADO;Mec;Benc;1400;Full;4
Calbuco;Vehiculo Liviano;HYGG-66;0;CT050030216;2016;9720796;Presencial;90220;0;0;90220;1ra. Cuota;31-03-2023;2023;CAMIONETA;CHEVROLET;D-MAX;ROJO TERRACOTA;Mec;Dies;2500;Full;4
Calbuco;Vehiculo Liviano;PS-9552;9;CT176003297;1997;1000153;Presencial;15443;0;0;15443;1ra. Cuota;31-03-2023;2023;CAMIONETA;NISSAN;D21 D/C;BLANCO;Mec;Benc;2400;Norm;4
Calbuco;Vehiculo Liviano;RKKD-16;3;SU117005322;2022;9981052;Presencial;94124;0;0;94124;1ra. Cuota;31-03-2023;2023;AUTOMOVIL;JAC;S3;BLANCO;Mec;Benc;1600;NULL;4
Calbuco;Vehiculo Liviano;DPZK-98;2;HB132004912;2012;2844140;Presencial;30885;0;0;30885;Total;31-03-2023;2023;AUTOMOVIL;KIA MOTORS;RIO;PLATEADO PLATA BRILLANTE;Mec;Benc;1400;Full;4
Calbuco;Vehiculo Liviano;SX-8283;3;CT235003799;1999;1234423;Presencial;30885;0;0;30885;Total;31-03-2023;2023;CAMIONETA;TOYOTA;HILUX C/S STD;GRIS;Mec;Benc;2400;Norm;2
Calbuco;Vehiculo Liviano;BGLV-46;6;SD132010508;2008;2028254;Presencial;30885;0;0;30885;Total;31-03-2023;2023;AUTOMOVIL;KIA MOTORS;RIO JB 1.4 EX MT DH AC;ROJO TROPICAL;Mec;Benc;1400;Full;4
Calbuco;Vehiculo Liviano;BGYX-89;7;SU079004508;2008;2742447;Presencial;30885;0;0;30885;Total;31-03-2023;2023;STATION WAGON;FORD;ECOSPORT XLS 4X2;PLATEADO PLATA;Mec;Benc;1600;Equi;4
Calbuco;Vehiculo Liviano;FFCP-13;6;SD091000113;2013;2728762;Presencial;30885;0;0;30885;Total;31-03-2023;2023;AUTOMOVIL;GREAT WALL;VOLEEX-C30;BLANCO TITANIO;Mec;Benc;1500;Full;4
Calbuco;Vehiculo Liviano;DDZL-39;7;SD050022611;2011;2706308;Presencial;15443;0;0;15443;1ra. Cuota;31-03-2023;2023;AUTOMOVIL;CHEVROLET;AVEO SEDAN LT NB 1.4 MT AC ABS;BLANCO;Mec;Benc;1400;Full;4
Calbuco;Vehiculo Liviano;UU-7679;1;CT050012701;2001;1252444;Presencial;15443;0;0;15443;1ra. Cuota;31-03-2023;2023;CAMIONETA;CHEVROLET;LUV 2.2 C/C MILII 1T 2WD;GRIS PERLA METALICO;Mec;Benc;2200;Equi;4
Calbuco;Vehiculo Liviano;SS-9842;1;CT235003799;1999;1234423;Presencial;30885;0;0;30885;Total;31-03-2023;2023;CAMIONETA;TOYOTA;HILUX;VERDE;Mec;Benc;2400;Norm;2
Calbuco;Vehiculo Liviano;JVVF-93;1;HB132011318;2018;7822723;Presencial;61749;0;0;61749;1ra. Cuota;31-03-2023;2023;AUTOMOVIL;KIA MOTORS;CERATO 5 EX 1.6 6MT S PACK;PLATEADO PLATA;Mec;Benc;1600;Full;4
Calbuco;Vehiculo Liviano;HGBV-18;5;CT176031815;2015;8609720;Presencial;73554;0;0;73554;1ra. Cuota;31-03-2023;2023;CAMIONETA;NISSAN;NAVARA;BLANCO;Mec;Dies;2500;Full;4
Calbuco;Vehiculo Liviano;CHXJ-81;4;VN111012210;2010;4461720;Presencial;26087;0;0;26087;1ra. Cuota;31-03-2023;2023;FURGON;HYUNDAI;H1 FURGON GL TCI 3S;BLANCO;Mec;Dies;2500;Norm;4
Calbuco;Vehiculo Liviano;HTZR-76;2;NULL;2022;22711745;Presencial;321432;0;0;321432;1ra. Cuota;31-03-2023;2023;CAMIONETA;HYUNDAI;HD 35 CHC A/C EURO V 4X2;BLANCO;MEC;DIES;2500;EQUI;0
Calbuco;Vehiculo Liviano;DTLZ-92;8;SD050022112;2012;2841521;Presencial;15443;0;0;15443;1ra. Cuota;31-03-2023;2023;AUTOMOVIL;CHEVROLET;OPTRA;GRIS OSCURO METALICO;Mec;Benc;1600;Full;4
Calbuco;Vehiculo Liviano;PXTH-63;0;SD176033221;2021;8826069;Presencial;76799;0;0;76799;1ra. Cuota;31-03-2023;2023;AUTOMOVIL;NISSAN;VERSA;ROJO METALICO;Mec;Benc;1600;Full;4
Calbuco;Vehiculo Liviano;BPRL-31;2;CT235011609;2009;4933920;Presencial;30809;0;0;30809;1ra. Cuota;31-03-2023;2023;CAMIONETA;TOYOTA;HILUX;GRIS OSCURO;Mec;Dies;2500;Equi;4
Calbuco;Vehiculo Liviano;CCPG-84;K;CT166004610;2010;4990663;Presencial;31376;0;0;31376;1ra. Cuota;31-03-2023;2023;CAMIONETA;MITSUBISHI;L200;GRIS GRAFITO;Mec;Dies;2500;Equi;4
Calbuco;Vehiculo Liviano;FDWB-98;9;SD235017413;2013;3309800;Presencial;16549;0;0;16549;1ra. Cuota;31-03-2023;2023;AUTOMOVIL;TOYOTA;YARIS;NEGRO GRIS;Mec;Benc;1500;Norm;4
Calbuco;Vehiculo Liviano;KZKK-20;K;SD111028419;2019;7388895;Presencial;110717;0;0;110717;Total;31-03-2023;2023;AUTOMOVIL;HYUNDAI;ACCENT;GRIS GRAFITO;Mec;Benc;1400;Equi;4
Calbuco;Vehiculo Liviano;UF-3553;1;CT050012601;2001;1252444;Presencial;30885;0;0;30885;Total;31-03-2023;2023;CAMIONETA;CHEVROLET;LUV 2.2 C/C MIL II 2T 2WD;ROJO BURDEO;Mec;Benc;2200;Equi;4
Calbuco;Vehiculo Liviano;WB-5622;5;CT176017306;2006;2748169;Presencial;30885;0;0;30885;Total;31-03-2023;2023;CAMIONETA;NISSAN;TERRANO AX 4X2 D/C;ROJO METALICO;Mec;Dies;2500;Full;4
Calbuco;Vehiculo Liviano;JVVJ-99;K;CT166006918;2018;10925544;Presencial;216582;0;0;216582;Total;31-03-2023;2023;CAMIONETA;MITSUBISHI;L200 WORK CR;GRIS GRAFITO;Mec;Dies;2400;Full;4
Calbuco;Vehiculo Liviano;ZY-8786;5;HB160003506;2006;2728062;Presencial;30885;0;0;30885;Total;31-03-2023;2023;AUTOMOVIL;MAZDA;MAZDA3;AZUL;Mec;Benc;1600;Full;4
Calbuco;Vehiculo Liviano;DZKL-23;2;SU225006813;2013;6034470;Presencial;83628;0;0;83628;Total;31-03-2023;2023;STATION WAGON;SSANGYONG;KORANDO;GRIS ARENA;Mec;Dies;2200;Full;4
Calbuco;Vehiculo Liviano;RWHB-51;9;NULL;2022;12815501;Presencial;136641;0;0;136641;1ra. Cuota;31-03-2023;2023;STATION WAGON;CHERY;TIGGO 3;NEGRO;MEC;BENC;1500;NULL;5
Calbuco;Vehiculo Liviano;SF-3548;K;CT176003898;1998;1243434;Presencial;15443;0;0;15443;1ra. Cuota;31-03-2023;2023;CAMIONETA;NISSAN;D21 D/C 4WD;AZUL;Mec;Benc;2400;Norm;4
Calbuco;Vehiculo Liviano;HDSL-51;4;SD132014415;2015;4184920;Presencial;46637;0;0;46637;Total;31-03-2023;2023;AUTOMOVIL;KIA MOTORS;RIO;GRIS PLATINADO;Mec;Benc;1400;Equi;4
Calbuco;Vehiculo Liviano;FTXX-23;5;CT125001013;2013;4796670;Presencial;58872;0;0;58872;Total;31-03-2023;2023;CAMIONETA;JMC;CARRYING 1.6 PU CS;BLANCO;Mec;Dies;2800;Equi;2
Calbuco;Vehiculo Liviano;HJCP-69;2;HB132004316;2016;4320570;Presencial;24675;0;0;24675;1ra. Cuota;31-03-2023;2023;AUTOMOVIL;KIA MOTORS;MORNING EX 1.2 MT DH AC DAB;PLATEADO PLATA BRILLANTE;Mec;Benc;1200;Full;4
Calbuco;Vehiculo Liviano;DRRH-93;K;SD176027713;2013;3612400;Presencial;18062;0;0;18062;1ra. Cuota;31-03-2023;2023;AUTOMOVIL;NISSAN;VERSA SENSE;PLATEADO;Mec;Benc;1600;Full;4
Calbuco;Vehiculo Liviano;LPVP-76;0;SU197010120;2020;8317080;Presencial;69164;0;0;69164;1ra. Cuota;31-03-2023;2023;STATION WAGON;RENAULT;DUSTER;GRIS CASSIOPEE;Mec;Benc;1600;NULL;4
Calbuco;Vehiculo Liviano;FVVX-34;4;HB079013513;2013;5162181;Presencial;66182;0;0;66182;Total;31-03-2023;2023;AUTOMOVIL;FORD;FIESTA;ROJO FUERTE;Mec;Benc;1600;Full;4
Calbuco;Vehiculo Liviano;JCRW-17;9;HB162004016;2016;10423034;Presencial;100754;0;0;100754;1ra. Cuota;31-03-2023;2023;AUTOMOVIL;MERCEDES BENZ;A;PLATEADO;Aut;Benc;1600;Full;4
Calbuco;Vehiculo Liviano;SGZW-71;0;CT176033823;2023;33630000;Presencial;562103;0;0;562103;1ra. Cuota;31-03-2023;2023;CAMIONETA;NISSAN;NAVARA;BLANCO;Aut;Dies;2300;NULL;4
Calbuco;Vehiculo Liviano;HRFL-21;3;SU160005416;2016;8952518;Presencial;78696;0;0;78696;1ra. Cuota;31-03-2023;2023;STATION WAGON;MAZDA;CX5;NEGRO;Mec;Benc;2000;Full;4
Calbuco;Vehiculo Liviano;SCVW-94;4;CT159001223;2023;18430000;Presencial;471593;0;0;471593;Total;31-03-2023;2023;CAMIONETA;MAXUS;T60;BLANCO;Mec;Dies;2800;NULL;4
Calbuco;Vehiculo Liviano;RHPR-90;3;SU079009622;2022;19360772;Presencial;516456;0;7632;524088;Total;01-04-2023;2023;STATION WAGON;CADILLAC;TERRITORY;CAFE MARRON BURDEO;Aut;Benc;1500;NULL;5
Calbuco;Vehiculo Liviano;RSHP-58;6;SU132022322;2022;13056180;Presencial;284709;0;4208;288917;Total;01-04-2023;2023;STATION WAGON;KIA MOTORS;SONET;BLANCO INVIERNO;Mec;Benc;1500;NULL;5
Calbuco;Vehiculo Liviano;RJTD-21;3;SU117007921;2021;8568273;Presencial;148052;0;2188;150240;Total;01-04-2023;2023;AUTOMOVIL;JAC;JS2;PLATEADO PLATA;Mec;Benc;1500;NULL;4
Calbuco;Vehiculo Liviano;JBWV-36;6;HB229013817;2017;3541400;Presencial;35945;0;531;36476;Total;01-04-2023;2023;AUTOMOVIL;SUZUKI;ALTO;ROJO BURDEO;Mec;Benc;1000;Full;4
Calbuco;Vehiculo Liviano;FXWD-13;0;HB050011413;2013;1906619;Presencial;31348;0;463;31811;Total;01-04-2023;2023;AUTOMOVIL;CHEVROLET;SPARK;BLANCO;Mec;Benc;800;Norm;4
Calbuco;Vehiculo Liviano;DGYR-46;9;CO197002012;2012;2858853;Presencial;31348;0;463;31811;Total;01-04-2023;2023;FURGON;RENAULT;KANGOO EXPRESION MT;BLANCO;Mec;Dies;1500;Equi;4
Calbuco;Vehiculo Liviano;BZSJ-18;9;SD132012209;2009;2114930;Presencial;31348;0;463;31811;Total;01-04-2023;2023;AUTOMOVIL;KIA MOTORS;RIO JB EX 5D DH AC;NEGRO;Mec;Benc;1400;Full;4
Calbuco;Vehiculo Liviano;VC-2254;3;SD160008502;2002;1693953;Presencial;31348;0;463;31811;Total;01-04-2023;2023;AUTOMOVIL;MAZDA;323;BLANCO;Mec;Benc;1600;Full;4
Calbuco;Vehiculo Liviano;LCDV-90;6;HB050019119;2019;4606420;Presencial;55893;0;826;56719;Total;01-04-2023;2023;AUTOMOVIL;CHEVROLET;SPARK;AZUL METALICO;Mec;Benc;1200;NULL;4
Calbuco;Vehiculo Liviano;CLYS-48;6;SD176021410;2010;2054659;Presencial;31348;0;463;31811;Total;01-04-2023;2023;AUTOMOVIL;NISSAN;V16;ROJO;Mec;Benc;1600;Norm;4
Calbuco;Vehiculo Liviano;HDGV-48;K;CT079018115;2015;11685844;Presencial;242982;0;3591;246573;Total;01-04-2023;2023;CAMIONETA;FORD;F150 XLT CC 4X4 5.0L;ROJO METALICO;Aut;Benc;5000;Full;4
Calbuco;Vehiculo Liviano;KXFD-41;K;SU229027419;2019;7511175;Presencial;115863;0;1712;117575;Total;01-04-2023;2023;JEEP;SUZUKI;JIMNY;BRONCE BIZONTE;Mec;Benc;1300;Full;2
Calbuco;Vehiculo Liviano;JJBP-65;8;CT166006917;2017;9969256;Presencial;190711;0;2818;193529;Total;01-04-2023;2023;CAMIONETA;MITSUBISHI;L200;GRIS GRAFITO;Mec;Dies;2400;Full;4
Calbuco;Vehiculo Liviano;PKCS-37;6;SU047001421;2021;8453046;Presencial;144543;0;2136;146679;Total;01-04-2023;2023;AUTOMOVIL;CHANGAN;CS15;NEGRO;Mec;Benc;1500;Full;4
Calbuco;Vehiculo Liviano;HJCV-80;5;HB229014316;2016;3901820;Presencial;41590;0;615;42205;Total;01-04-2023;2023;AUTOMOVIL;SUZUKI;CELERIO;GRIS METALICO;Mec;Benc;1000;Equi;4
Calbuco;Vehiculo Liviano;DTVZ-77;2;SD176027112;2012;2845248;Presencial;31348;0;463;31811;Total;01-04-2023;2023;AUTOMOVIL;NISSAN;TIIDA;BEIGE;Mec;Benc;1600;Equi;4
Calbuco;Vehiculo Liviano;FLZY-12;K;SD197012715;2015;4026770;Presencial;44126;0;652;44778;Total;01-04-2023;2023;AUTOMOVIL;RENAULT;SYMBOL;NEGRO GRIS;Mec;Benc;1600;Full;4
Calbuco;Vehiculo Liviano;VP-3217;8;CT166003503;2003;2486868;Presencial;31348;0;463;31811;Total;01-04-2023;2023;CAMIONETA;MITSUBISHI;L200;NEGRO PLATA;Mec;Dies;2500;Full;4
Calbuco;Vehiculo Liviano;RYSY-87;7;CT047001722;2022;17593770;Presencial;444716;0;6572;451288;Total;01-04-2023;2023;CAMIONETA;CHANGAN;HUNTER;AZUL;Mec;Dies;1900;NULL;4
Calbuco;Vehiculo Liviano;FYHG-18;9;CT050032014;2014;7552868;Presencial;117133;0;1731;118864;Total;01-04-2023;2023;CAMIONETA;CHEVROLET;D-MAX;ROJO;Mec;Dies;2500;Full;4
Calbuco;Vehiculo Liviano;JVVW-94;2;HB132009818;2018;7633964;Presencial;119603;0;1768;121371;Total;01-04-2023;2023;AUTOMOVIL;KIA MOTORS;RIO;AZUL FUERTE;Mec;Benc;1400;Full;4
Calbuco;Vehiculo Liviano;GTCR-35;3;CT235013614;2014;10546042;Presencial;208275;0;3078;211353;Total;01-04-2023;2023;CAMIONETA;TOYOTA;HILUX EURO 5;ROJO SUPER;Mec;Dies;3000;Full;4
Calbuco;Vehiculo Liviano;BDVV-25;2;CT079015408;2008;4446956;Presencial;52656;0;778;53434;Total;01-04-2023;2023;CAMIONETA;FORD;RANGER XLT 4X4 2.5L DSL;NEGRO;Mec;Dies;2500;Full;4
Calbuco;Vehiculo Liviano;LKFT-14;7;HB111018319;2019;6474751;Presencial;93821;0;1387;95208;Total;01-04-2023;2023;AUTOMOVIL;HYUNDAI;GRAND I-10;PLATEADO;Mec;Benc;1200;NULL;4
Calbuco;Vehiculo Liviano;LCCD-88;6;CT154004219;2019;10210512;Presencial;198058;0;2927;200985;Total;01-04-2023;2023;CAMIONETA;MAHINDRA;PIK-UP;BLANCO;Mec;Dies;2200;Full;4
Calbuco;Vehiculo Liviano;LZLJ-57;1;SD050030520;2020;5592274;Presencial;75906;0;1122;77028;Total;01-04-2023;2023;AUTOMOVIL;CHEVROLET;SAIL;PLATEADO PLATA;Mec;Benc;1500;Equi;4
Calbuco;Vehiculo Liviano;DTPB-98;7;CT050030812;2012;2541067;Presencial;31348;0;463;31811;Total;01-04-2023;2023;CAMIONETA;CHEVROLET;MONTANA II BASE RC 1.8;GRIS OSCURO METALICO;Mec;Benc;1800;Norm;2
Calbuco;Vehiculo Liviano;KW-7896;7;SU079004707;2007;2529347;Presencial;31348;0;463;31811;Total;01-04-2023;2023;STATION WAGON;FORD;ECOSPORT;BLANCO;Mec;Benc;1600;Equi;4
Calbuco;Vehiculo Liviano;SGZX-14;8;CT166006923;2023;21811980;Presencial;615976;0;9103;625079;Total;01-04-2023;2023;CAMIONETA;MITSUBISHI;L200;GRIS GRAFITO;Mec;Dies;2400;Full;4
Calbuco;Vehiculo Liviano;HVGD-85;0;SU050010416;2016;6605184;Presencial;96468;0;1426;97894;Total;01-04-2023;2023;STATION WAGON;CHEVROLET;TRACKER;BLANCO PERLA;Mec;Benc;1800;Full;4
Calbuco;Vehiculo Liviano;FZGV-61;7;HB111014014;2014;2572866;Presencial;31348;0;463;31811;Total;01-04-2023;2023;AUTOMOVIL;HYUNDAI;EON 0.8 GL;BLANCO;Mec;Benc;800;Equi;4
Calbuco;Vehiculo Liviano;FZGV-61;7;HB111014014;2014;2848818;Presencial;17908;919;1919;20746;2da. Cuota;01-04-2023;2022;AUTOMOVIL;HYUNDAI;EON 0.8 GL;BLANCO;Mec;Benc;800;Equi;4
Calbuco;Vehiculo Liviano;YN-4836;9;SD176019405;2005;1973275;Presencial;31348;0;463;31811;Total;01-04-2023;2023;AUTOMOVIL;NISSAN;SENTRA;PLATEADO PLATA;Mec;Benc;1800;Full;4
Calbuco;Vehiculo Liviano;RFCH-36;6;CT125001522;2022;13836897;Presencial;308482;0;4559;313041;Total;01-04-2023;2023;CAMIONETA;JMC;VIGUS;PLATEADO;Mec;Dies;2500;NULL;4
Calbuco;Vehiculo Liviano;GYHF-67;4;HB132004615;2015;3039167;Presencial;31348;0;463;31811;Total;01-04-2023;2023;AUTOMOVIL;KIA MOTORS;MORNING LX 1.0 MT DH;PLATEADO PLATA;Mec;Benc;1000;Equi;4
Calbuco;Vehiculo Liviano;BRHX-58;2;SD132012008;2008;2618413;Presencial;31348;0;463;31811;Total;01-04-2023;2023;AUTOMOVIL;KIA MOTORS;CERATO;AZUL HIELO;Mec;Benc;1600;Full;4
Calbuco;Vehiculo Liviano;PKLF-42;7;SD176033221;2021;8826069;Presencial;155902;0;2304;158206;Total;01-04-2023;2023;AUTOMOVIL;NISSAN;VERSA;GRIS METALICO;Mec;Benc;1600;Full;4
Calbuco;Vehiculo Liviano;CWCX-98;1;HB229011111;2011;1757037;Presencial;31348;0;463;31811;Total;01-04-2023;2023;AUTOMOVIL;SUZUKI;ALTO;BLANCO;Mec;Benc;1000;Equi;4
Calbuco;Vehiculo Liviano;KS-1049;5;CT050004693;1993;765055;Presencial;31348;0;463;31811;Total;01-04-2023;2023;CAMIONETA;CHEVROLET;CHEYENNE;BLANCO;Aut;Benc;5000;Full;2
Calbuco;Vehiculo Liviano;WT-1313;7;HB184010607;2007;2820411;Presencial;31348;0;463;31811;Total;01-04-2023;2023;AUTOMOVIL;PEUGEOT;307 X-LINE 5P. 1.6 MEC.;GRIS ALUMINIO;Mec;Benc;1600;Full;4
